Time(milli)	LAT(deg)	LON(deg)	ALT(m)	Phi(deg)	Theta(deg)	Psi(deg)	Vx(m/s)	Vy(m/s)	Vz(m/s)	P(deg/s)	Q(deg/s)	R(deg/s)	Nx(m/s2)	Ny(m/s2)	Nz(m/s2)	Radial(deg)	Distance(m)	DeltaAlt:Anv-Tgt(m)	JX	JY	Throttle
43201	-23.6876686428451	-45.3756800549087	152.660952598325	-14.243442462463	2.16890916565004	358.807064469835	230.064333297104	1.80798745646309	7.37458433917123	-25.6858924521675	8.29661550862349	-0.294883522348854	-0.2785816276107	-0.757095673364334	-21.3866730545299	180.541946229402	6794.24459595861	146.260152608055	0.04730224609375	-0.3779296875	33.0718994140625
43202	-23.6855830087201	-45.3757490841133	166.549532700647	-26.0580389652598	14.1555376234042	352.986981488826	225.72138636843	-0.206063337093249	28.1375851635388	-20.9612774202506	11.9501313658656	-3.63782055230917	3.28783741750987	0.0031905059768968	-53.1940005716714	180.622490720094	6563.34061099939	160.148732710376	0.14178466796875	-0.48028564453125	38.189697265625
43203	-23.6834142562848	-45.37607397215	218.875997359879	-47.7332665376164	20.3154818706098	342.33882296146	220.865678791625	0.44785036602434	25.5989169017732	-3.97597131057267	11.0484171557503	-2.10446327080905	3.72073198393354	-0.289515406415439	-47.2463986451189	180.946388451216	6323.64154237765	212.475197369608	3.0517578125e-05	-0.57476806640625	50.0015258789063
43204	-23.6816070446278	-45.3766863661251	290.594856336172	-52.2569998874491	26.0707152732477	331.840308097382	217.033888907567	-0.0909737468152201	25.7487354467811	0.72189214045834	9.25523551496003	-2.01549864399706	9.07421731600907	-0.0158831632843157	-45.8814467806246	181.561601828398	6124.93001488322	284.194056345902	3.0517578125e-05	-0.48028564453125	90.5517578125
43205	-23.679956256952	-45.3776089983206	383.005588474458	-55.503587867677	28.8859565974756	324.056686768594	220.762260964921	-0.29457227666402	18.0093029798353	0.837175140700575	6.60381360711919	-1.87393393432247	10.7902474146645	0.07883093889579	-34.6886070259282	182.516285334033	5945.59766978089	376.604788484187	3.0517578125e-05	-0.32281494140625	100.0
43206	-23.6783423033933	-45.378859071047	496.890578230218	-31.4978335124563	29.752414184836	322.299552326956	226.212184871567	-3.99282639033587	4.66749125163027	53.6914487226785	-0.906535197531311	2.16749141913207	9.73100836577633	1.54802701765929	-14.1949976804663	183.858395515087	5774.25052391664	490.489778239948	-0.1259765625	-0.0472412109375	100.0
43207	-23.6767741238341	-45.3802187840143	618.059440019238	-19.8963844211933	29.1745063125985	320.356407942114	231.468074026496	0.775755066028959	1.99306248746868	-3.97864113636035	1.88431798536527	1.68085790630913	9.42308466166249	-0.288276192166424	-11.5570797203812	185.390741826085	5612.35438792909	611.658640028967	3.0517578125e-05	-0.07086181640625	100.0
43208	-23.6752983504497	-45.3815572165943	737.845160364398	-19.5842870061603	30.9162371846921	318.74537979591	236.13633207474	1.08337577131479	4.08551168272423	-1.33041121777669	0.925640804309283	-1.04878609933857	9.52976352631239	-0.525883377940998	-14.7125487063617	186.97724435308	5464.60150299328	731.444360374127	3.0517578125e-05	-0.02362060546875	100.0
43209	-23.6738836626716	-45.3829022997125	860.425667712152	-20.053981400373	30.7083564303258	318.381158613938	240.48855846383	-0.317379915459102	0.169375274476124	1.34104545823678	-0.113161335652274	-1.38352432932495	9.13829713472552	0.100364620814865	-8.91135191310514	188.646884233309	5328.0603778268	854.024867721881	3.0517578125e-05	3.0517578125e-05	100.0
43210	-23.6723287835634	-45.3844313818574	997.961632234716	-19.9788783448346	30.730942071672	317.488190523736	239.826737379872	-0.63216373145214	0.296665668931873	6.18004041078166	0.377706687485781	-0.300930290231377	3.17348206256912	0.197455918479094	-9.0997502086868	190.637862018967	5184.4463407148	991.560832244446	-0.0472412109375	3.0517578125e-05	74.4110107421875
