Time(milli)	LAT(deg)	LON(deg)	ALT(m)	Phi(deg)	Theta(deg)	Psi(deg)	Vx(m/s)	Vy(m/s)	Vz(m/s)	P(deg/s)	Q(deg/s)	R(deg/s)	Nx(m/s2)	Ny(m/s2)	Nz(m/s2)	Radial(deg)	Distance(m)	DeltaAlt:Anv-Tgt(m)	JX	JY	Throttle
43201	-23.6877226540266	-45.3756788431462	152.493015414819	-10.9924096128626	1.50267653814862	359.045006035821	232.544920556452	2.26575240108848	5.61609609780093	-41.3109907506179	8.49668204449381	-2.19569222150089	1.51546244991594	-0.761665734723055	-18.9855892971328	180.540427949087	6800.22508579956	146.092215424548	0.244140625	-0.40155029296875	50.0015258789063
43202	-23.6854197416644	-45.3757838755347	169.745869025257	-37.5108363325005	16.3694604599949	348.021701130268	226.967047947404	0.317403843456348	35.5055191323157	-13.4223422710709	15.0514308234942	-5.55674540779746	5.5912051768332	-0.356920382690525	-65.3156089321784	180.655273787956	6545.30029370188	163.345069034987	0.0709228515625	-0.70074462890625	50.0015258789063
43203	-23.6832969044709	-45.3762935327648	231.91911701215	-52.4220489180329	24.5242829487822	333.499412823538	220.178754367551	0.275075572806781	33.9003182889082	-0.829104827738931	13.8622839613759	-2.62632030705582	7.46164816305028	-0.212481479583064	-59.8181147615598	181.151631606382	6311.06299680419	225.51831702188	3.0517578125e-05	-0.755859375	83.0718994140625
43204	-23.6816106871268	-45.3771662920909	318.128250427633	-58.0600805371322	29.4384795905857	321.868762893151	219.734757457694	-0.244346178903654	26.2117760903832	1.64752900206675	5.55628106594005	-2.04068320709334	9.78870421693945	0.0361880883505393	-46.4271764475086	182.019130950821	6126.87664098129	311.727450437362	-0.02362060546875	-0.251953125	90.5517578125
43205	-23.6800336747427	-45.3783890805159	429.30759952994	-10.8017216391856	30.0786056196143	323.893671626432	223.1663377465	-4.16322686606738	4.99233987534239	23.287084301964	-0.348959701242765	-2.8071733029983	7.46824448946831	1.71576806283116	-14.5687141999464	183.277142342587	5958.20614034592	422.906799539669	3.0517578125e-05	-0.07086181640625	90.5517578125
43206	-23.6784981924191	-45.379661383737	548.223762209921	-13.8450394851017	29.7160252055137	322.311520367385	226.369610887619	-0.571731515230683	1.58148844409863	-6.03190817778299	0.871250946371031	1.90377409365207	7.81834695415095	0.342267552852109	-10.3471190575548	184.653923352781	5797.56914189739	541.82296221965	3.0517578125e-05	-0.0472412109375	93.3074951171875
43207	-23.6769217855453	-45.381004211526	674.783186147451	-14.0318253901855	30.3623025861682	321.063305285318	230.493448819857	0.948899795769837	1.45745859781133	-2.35548553205916	-0.259960938799116	0.162654333958062	8.90691827067794	-0.414188291762011	-10.1423333768995	186.185950402869	5636.73515158849	668.382386157181	3.0517578125e-05	3.0517578125e-05	98.0316162109375
43208	-23.6755023727429	-45.3822473005491	792.005099291734	-13.9870730562589	30.1972377171132	320.771940735481	230.884379037624	0.121633345415649	0.310011931632989	0.643446565948575	0.13997478115311	-1.1921106842892	4.5035361430554	-0.0911917662632069	-8.56341834254528	187.677080167579	5496.01969147618	785.604299301464	3.0517578125e-05	3.0517578125e-05	80.7098388671875
43209	-23.6739452063875	-45.3836426533754	921.753994640713	-14.4503667185353	30.2869627268562	320.188207268258	230.405851181242	-0.375113195000841	0.566095996811891	0.836015823381404	0.166403094715624	-0.728549354850154	4.49716780204011	0.141917695416876	-8.78941429153998	189.436069659611	5346.69165451617	915.353194650442	0.0	3.0517578125e-05	80.7098388671875
43210	-23.6725547668944	-45.3849151990091	1038.73745744837	-4.1024890007568	30.3822705860794	320.006873903919	229.948482860335	-1.014847566482	0.728183931469546	8.97366636264853	0.0563382846243243	-0.8853915946507	4.4851294450644	0.371799745438723	-8.84398612477518	191.119721907688	5218.3621418033	1032.3366574581	0.0	3.0517578125e-05	80.7098388671875
