Time(milli)	LAT(deg)	LON(deg)	ALT(m)	Phi(deg)	Theta(deg)	Psi(deg)	Vx(m/s)	Vy(m/s)	Vz(m/s)	P(deg/s)	Q(deg/s)	R(deg/s)	Nx(m/s2)	Ny(m/s2)	Nz(m/s2)	Radial(deg)	Distance(m)	DeltaAlt:Anv-Tgt(m)	JX	JY	Throttle
43201	-23.6876598731081	-45.3756782627183	152.477226911982	6.24718798430084e-06	0.263830113377893	9.57776300689948e-06	239.409564139396	-3.7301083369799e-05	0.874186209312474	5.25515796713279e-05	1.42719127879886	0.0001630484014378	6.16504909207154	2.31513952665827e-05	-10.4680366594692	180.540482056879	6793.27152024742	146.076426921711	3.0517578125e-05	-0.1732177734375	83.0718994140625
43202	-23.6854638666884	-45.3756899595099	157.970884921395	-19.5727829751276	9.1560944981008	357.213085690873	240.21521793866	-1.16739774203359	22.4234303516466	-7.72552997125324	15.5488260124345	-0.556172263503269	3.33131061089266	0.550189617282249	-49.1426239899602	180.570996084732	6550.0784610344	151.570084931124	0.01580810546875	-0.52752685546875	50.0015258789063
43203	-23.6831250762739	-45.3758699000166	201.572851569045	-43.2953445519265	19.7724704084953	347.707789099341	235.154539422347	-1.25421932628883	27.2757440343984	-27.4487615225525	10.9350292035807	-5.94913561833929	3.90659834560564	0.396290860039122	-53.4366144349575	180.761662524871	6291.29777938396	195.172051578774	0.1181640625	-0.5511474609375	49.6063232421875
43204	-23.6811510332587	-45.3763636551271	274.107322877862	-57.2908089821277	24.8911375273145	335.227413881735	229.614797015125	-0.89921453292928	28.0826593547229	1.08121981195211	11.9001147832686	-1.53752522972865	4.15785677584202	0.383544599280836	-53.2049969070112	181.264174916052	6073.61923331389	267.706522887592	3.0517578125e-05	-0.57476806640625	49.6063232421875
43205	-23.679408890243	-45.3772168972363	365.042178804802	-64.2718166035977	27.2519373120454	325.714344252071	225.084393650026	-0.366074635192997	18.8365077131091	-1.94247820418699	5.00369724867835	-2.35313971091641	2.8144462671367	0.0901695059925764	-36.3088122264945	182.153080470724	5883.38472157658	358.641378814532	3.0517578125e-05	-0.27557373046875	50.0015258789063
43206	-23.6777942071932	-45.3783718356972	467.681515350516	-48.3891255101046	27.0626155659434	323.885601334265	225.439073276375	-3.34908260758391	3.66521047371956	37.5793334107923	-0.522182867289334	0.940271966398766	8.22416235538813	1.38796096272721	-12.4302206288979	183.40184603712	5710.50465318783	461.280715360245	3.0517578125e-05	-0.1732177734375	94.488525390625
43207	-23.6761770333908	-45.3797202232675	579.092482834742	-42.2082264334131	27.9444319822151	319.474008053569	229.436752276286	0.208827821943821	5.8525958588675	-3.27729228527295	0.963433202633807	0.675343969959124	8.42479054710795	-0.0655133233928871	-16.8523515287723	184.931518058503	5541.89523510413	572.691682844471	3.0517578125e-05	-0.02362060546875	94.488525390625
43208	-23.6746380213979	-45.3811556571896	694.182373777758	-27.2149641936952	27.6449713908971	318.770005866323	233.324238664134	-2.09449586672652	1.15697906782965	36.2307317860856	0.489501928896774	0.431094758769389	7.96188398096554	0.582407853529137	-10.091548456968	186.639317773737	5387.10275733475	687.781573787488	-0.19683837890625	-0.02362060546875	94.488525390625
43209	-23.6730992583102	-45.3826691014682	814.646340547558	-17.2954789560192	30.655118016963	316.198090020157	236.770956587596	0.491318002893324	8.4552726463317	-2.89403531366551	3.93832448145691	0.907467531645921	8.45357869533541	-0.193728304008412	-21.9656649098159	188.532566402897	5238.5807833343	808.245540557287	3.0517578125e-05	-0.07086181640625	94.488525390625
43210	-23.6716915860165	-45.3841304427867	938.819925457877	-8.69363184895809	31.058913111848	315.994260887695	239.920319605959	-0.98076880397091	1.77254407401306	22.5942370899796	-0.196638621624653	0.622903225087166	7.83746827577586	0.224091146065898	-11.0215549790804	190.445663046942	5109.41835820345	932.419125467606	-0.1259765625	-0.02362060546875	94.488525390625
