Time(milli)	LAT(deg)	LON(deg)	ALT(m)	Phi(deg)	Theta(deg)	Psi(deg)	Vx(m/s)	Vy(m/s)	Vz(m/s)	P(deg/s)	Q(deg/s)	R(deg/s)	Nx(m/s2)	Ny(m/s2)	Nz(m/s2)	Radial(deg)	Distance(m)	DeltaAlt:Anv-Tgt(m)	JX	JY	Throttle
43201	-23.6877268039121	-45.3756782511306	152.397497034051	-2.49761919010461	0.427688328493817	359.798686628657	231.171885810604	0.725116814825034	1.70296710724734	-21.7158724258012	3.01368067220472	-1.77254936486813	-0.394503057429726	-0.105886961562961	-11.383559167341	180.539882694198	6800.68406570904	145.996697043781	0.17327880859375	-0.251953125	30.7098388671875
43202	-23.6854945462036	-45.3757203355913	161.683034087352	-29.7977316565195	12.2198611375696	353.766736630572	228.175285127178	-1.68249419078069	27.3276007031564	-12.9406375963546	14.3171069436879	-4.6060960742366	4.13913673682064	0.655010517230104	-53.0818926909202	180.59778660875	6553.50972994221	155.282234097081	0.0709228515625	-0.60626220703125	50.396728515625
43203	-23.683289563835	-45.3760327943589	210.338242764926	-43.5374961713311	21.9679973454689	342.637145169889	222.910876874137	-1.73175452053345	29.8021021802127	-13.9365533181905	11.9267000386246	-3.48863496633512	4.85605103643199	0.723334894131496	-54.2208670115877	180.910325993273	6309.76063873565	203.937442774655	0.1181640625	-0.6298828125	52.7587890625
43204	-23.6813701905412	-45.3767054666382	290.38357623828	-59.6754417469062	26.6588263131102	329.030942917826	217.290253458419	-0.230883577609052	28.0501656713736	-2.14556794630405	10.4808944239081	-1.5722670726775	4.67371591304979	0.0443469502505034	-49.5795702312944	181.586617855057	6098.76029597087	283.982776248009	3.0517578125e-05	-0.52752685546875	52.7587890625
43205	-23.679700734313	-45.3777503006642	389.01549090532	-63.4269854262401	28.546484472097	319.952773457844	213.287453705147	-0.144197657220635	18.0159104924495	0.0548208127335195	6.62237958876579	-1.8694781005139	3.28241013426445	0.0087753489662699	-33.1401955907096	182.667732930092	5917.98059717783	382.614690915049	3.0517578125e-05	-0.3779296875	55.5145263671875
43206	-23.6782004748187	-45.3791013097077	499.251212213099	-52.8171495038146	28.408056173873	316.55312329288	214.225763045996	-2.22292243074064	3.98186917409316	46.3595663314703	-2.31294333704026	1.92771848879546	6.90853650888356	0.560323809607761	-11.7917800972556	184.114141259575	5760.29939695892	492.850412222828	-0.32281494140625	3.0517578125e-05	88.189697265625
43207	-23.6768159942354	-45.380528105068	608.212246717637	6.37519316977596	28.4756565185654	316.302914985982	216.53891071472	0.822070784007941	3.86936544775117	19.7073244208858	4.25208556863745	-3.49432787593643	6.6316631804344	-0.521436230823849	-12.7464417568001	185.706564611579	5620.01794283922	601.811446727366	3.0517578125e-05	-0.3779296875	88.189697265625
43208	-23.6755158901965	-45.3818572184348	718.091150870343	7.90244675886487	32.4713322472305	318.062511409281	218.01329385435	-1.99600877817946	6.79159228083797	4.20364566427263	-1.66476392587514	0.0474090707027654	6.98025871120057	0.845649784282975	-15.890380632671	187.263592600598	5492.29666407772	711.690350880073	3.0517578125e-05	3.0517578125e-05	88.189697265625
43209	-23.6742384657322	-45.3831312651987	834.013529318919	6.85428595933508	31.0001116102143	317.390010441341	219.797231928164	0.470927755801099	-0.23592653072176	-2.75313667157538	-0.463936894187843	1.67054609010554	6.06628459523681	-0.142138909264042	-6.79466807949896	188.830188934899	5370.44100809759	827.612729328648	3.0517578125e-05	3.0517578125e-05	85.4339599609375
43210	-23.6729259796257	-45.3844273464821	951.515254236526	4.86841188621642	31.0063346144639	317.480756611552	218.580059407026	1.34268398265353	0.766330259451254	-13.3689177068742	0.156378312502293	-1.26427469825745	4.04835528808078	-0.447502006715603	-8.19079334304718	190.500122178004	5249.37546139008	945.114454246256	0.09454345703125	3.0517578125e-05	79.1351318359375
