Time(milli)	LAT(deg)	LON(deg)	ALT(m)	Phi(deg)	Theta(deg)	Psi(deg)	Vx(m/s)	Vy(m/s)	Vz(m/s)	P(deg/s)	Q(deg/s)	R(deg/s)	Nx(m/s2)	Ny(m/s2)	Nz(m/s2)	Radial(deg)	Distance(m)	DeltaAlt:Anv-Tgt(m)	JX	JY	Throttle
43201	-23.6878843033412	-45.3756782555043	152.409457380177	-0.71246475639947	0.222640459455328	359.947327467127	232.578605518039	0.21594607081081	0.895333508360626	-14.3884827652394	1.1500007052505	-1.09191464505376	1.21021717991692	0.198543983910802	-9.77307662510129	180.538504554659	6818.1271711631	146.008657389906	0.244140625	-0.19683837890625	50.0015258789063
43202	-23.6855627101469	-45.375724215887	159.320233960006	-32.7153793211058	10.2934738641787	353.491766107205	231.323557363755	-1.88924100484247	25.3682538421836	4.6777913876325	14.5601800463797	-3.06029660620978	4.92190195952958	0.835499843462137	-51.1552486177514	180.600554570556	6561.0617449276	152.919433969736	3.0517578125E-5	-0.5511474609375	66.5374755859375
43203	-23.6834984862166	-45.3760094872295	196.66329147207	-42.6640015854819	18.7790036190294	344.076550718585	228.658305252136	-1.41252873919363	27.5867672118273	-9.02600055467622	10.6793043237844	-3.24202316902908	7.68278780523103	0.590214246254504	-52.202018935612	180.885492371608	6332.85301653951	190.262491481799	0.0709228515625	-0.5511474609375	84.2529296875
43204	-23.6814034658786	-45.3766919676561	271.809597481107	-52.8604370521539	25.3877707045872	331.46396146197	228.15334888944	-0.664244506572059	28.7070176243062	0.805387005838506	12.650164392034	-1.48678001147778	8.91135001622796	0.27083131447069	-53.974050112538	181.572736134792	6102.39744060967	265.408797490836	3.0517578125E-5	-0.60626220703125	85.4339599609375
43205	-23.6797268221395	-45.3776676180375	365.087441333229	-57.2706855566979	29.916872797844	320.673511923048	225.161345068432	-0.31668743962419	23.408591674693	0.261112507222882	6.30957848148706	-1.55189803057972	4.97612430550161	0.099125492931721	-43.3148114791056	182.584898015779	5920.46919092182	358.686641342958	3.0517578125E-5	-0.35430908203125	64.1754150390625
43206	-23.6783021942727	-45.378881841646	472.15261651202	-47.2682434101038	30.8576461082612	316.806562279758	223.062889506999	-1.2339574512393	8.65058270431009	48.5242079068371	-0.630226948897893	2.3916328079091	3.42624713803292	0.241313330508201	-19.6767382971688	183.884377884177	5769.96390456929	465.751816521749	-0.32281494140625	-0.0472412109375	65.3564453125
43207	-23.6770048158804	-45.3801728128178	583.802572524023	15.2544424340853	31.2109860246555	318.211620676662	221.111776791242	-1.69498514816894	3.42455552937529	35.8660133042898	-1.30083722814692	-1.57891528990242	3.02223682149284	0.553949910687477	-11.8768773766194	185.318883842186	5637.34100689154	577.401772533752	3.0517578125E-5	3.0517578125E-5	64.1754150390625
43208	-23.6755619350301	-45.3815898442501	710.63371091153	8.1588431307759	30.4274810512501	317.685985276987	220.507856261	1.58032698150263	0.167603651472211	-30.658243406004	-0.0977039749676574	0.0248756521505557	6.07376564060396	-0.360825886185029	-7.62104049330037	186.974699659526	5493.97247590037	704.232910921259	0.17327880859375	3.0517578125E-5	85.4339599609375
43209	-23.6742650014146	-45.3828531318087	823.291058883567	-5.31354231797991	30.4464057362912	318.364572146413	220.612393865689	-1.17207277007321	0.671842135102884	1.2878223807177	-0.00528056112129197	-0.272393530049013	4.96809069158427	0.488403473778497	-8.25805574765278	188.526177270071	5369.05929346068	816.890258893297	3.0517578125E-5	3.0517578125E-5	81.890869140625
43210	-23.6729710839114	-45.384121065961	935.765966990501	-5.43186667600031	30.3933674994482	317.704181226961	222.621852711007	0.227809434992923	0.74685533884905	-1.18371790291393	-0.00970778692083465	0.47704961302622	8.46744757084964	-0.0787362121819846	-8.40906278930317	190.154813170366	5248.68038253009	929.36516700023	3.0517578125E-5	3.0517578125E-5	96.8505859375
