Time(milli)	LAT(deg)	LON(deg)	ALT(m)	Phi(deg)	Theta(deg)	Psi(deg)	Vx(m/s)	Vy(m/s)	Vz(m/s)	P(deg/s)	Q(deg/s)	R(deg/s)	Nx(m/s2)	Ny(m/s2)	Nz(m/s2)	Radial(deg)	Distance(m)	DeltaAlt:Anv-Tgt(m)	JX	JY	Throttle
43201	-23.6878550112229	-45.3756782696303	152.41049704421	-2.89209829579869	0.191273314860472	359.765827944638	232.555074929755	0.871678914832436	0.790094345541027	-20.6878134808694	0.195299982256126	-1.70864687687445	1.28519138880513	-0.170237220868957	-9.9032466431954	180.538773140913	6814.88307669332	146.00969705394	0.17327880859375	-0.02362060546875	50.0015258789063
43202	-23.6855571969257	-45.3757008544467	155.686217938899	-16.1153031607244	7.74861432132394	357.495113171373	233.308064952788	-1.37433909297256	19.6615384104348	-1.02521120869655	13.3717248323925	-2.05023468091378	5.17314162928925	0.671075147840453	-42.8371221002309	180.579800910163	6560.42472620391	149.285417948628	0.0709228515625	-0.40155029296875	77.9541015625
43203	-23.6834050456463	-45.3758521545978	186.335615384838	-39.4816001887551	16.33191270639	349.137220682634	233.327653240693	-0.441125286384608	25.7014695558051	-12.5793312709051	12.6237568429027	-3.58017506450133	7.61702591902437	0.0843500857482139	-51.0558697240842	180.741523177968	6322.27190910216	179.934815394567	0.04730224609375	-0.60626220703125	83.0718994140625
43204	-23.6812483099181	-45.3763508147555	255.370725183044	-47.9684670022136	26.4108693865399	335.356700395017	230.626395402095	-0.510805494284817	34.4906656548604	-0.797302989780081	15.3373116930233	-1.9070191722553	10.041027342982	0.193835936188396	-64.2926727314137	181.249604714884	6084.35289728278	248.969925192773	0.01580810546875	-0.73223876953125	88.189697265625
43205	-23.6793657535357	-45.3772903721109	360.762052186084	-63.8853969493388	30.3792321348357	322.187916009526	230.658386107264	0.576410767835687	25.0973428010759	-3.39547354657139	8.39722302861269	-2.91989151008282	10.1383927812783	-0.379943239684065	-47.8101187422886	182.227823884004	5878.89512200056	354.361252195814	3.0517578125E-5	-0.3779296875	93.3074951171875
43206	-23.6778735006378	-45.3784819431193	475.692819532612	-35.1794425560601	33.4650907028107	319.193574931929	233.221369128718	-2.66700225097194	10.7915790442947	16.8810326508091	1.21329381052225	-0.243087030514759	8.52528133347775	1.22749080207204	-24.7143034054288	183.508932687472	5719.9518665736	469.292019542341	3.0517578125E-5	-0.07086181640625	93.3074951171875
43207	-23.676369405355	-45.3799053843644	612.605049659312	-31.7245095219775	31.8229311255037	318.207974267548	236.229605178291	-0.518055071796066	-0.662784410011977	4.89867332546213	-0.437803824841858	0.643512884980871	7.60302189885656	0.159661896857794	-7.38784048302555	185.106408073094	5564.78812262725	606.204249669041	-0.07086181640625	3.0517578125E-5	93.3074951171875
43208	-23.6749046075055	-45.3813614096338	748.566768979535	-16.7219688425098	31.6213921727665	317.114667223783	237.104237504261	-0.0405610289810821	-0.0528754910420301	13.6121953104173	0.319352660577605	-0.57262997538077	2.52962491634181	-0.15133771010386	-8.58059856921007	186.823645241115	5418.91046996182	742.165968989264	-0.07086181640625	3.0517578125E-5	61.8133544921875
43209	-23.6734251182346	-45.3828700193257	887.298361707491	-9.69810416434331	31.8718524980778	316.401438808853	233.643511820593	0.396905677791019	0.539839925829155	0.119025220882125	0.224980772929851	-0.699450749303096	1.64049746294671	-0.199013865646117	-9.03917505288749	188.694469780734	5277.36691571836	880.89756171722	3.0517578125E-5	3.0517578125E-5	51.5777587890625
43210	-23.6721062955863	-45.3842382798515	1012.65690155308	-8.33070166583099	32.0390329833923	316.281864198752	229.838742288719	-0.735928816935421	0.599375990665544	8.09785815736251	0.14033076494434	-0.017493076888712	1.38974193991567	0.234325600318035	-8.70822229370092	190.473305747451	5156.61634343371	1006.25610156281	-0.0472412109375	3.0517578125E-5	50.0015258789063
43211	-23.6707222060202	-45.3856912313797	1145.41646609989	-4.95252886536298	32.093146788379	315.715308882779	225.672720930347	0.316209052928802	0.690091257395057	0.327282286882558	0.0583486626092331	0.26694595964375	1.45815215197669	-0.149787018192426	-8.39748424075483	192.449226236159	5035.86818323071	1139.01566610962	-0.02362060546875	3.0517578125E-5	50.0015258789063
43212	-23.6694766615083	-45.3870082135998	1265.42215470205	-1.00036770530932	32.1324386142478	315.744587235306	221.915269215443	-0.0491506718999687	0.813438593561545	1.92708386332694	-0.0230937655391661	-0.77269908960396	1.53587411477746	-0.00896671658491292	-8.17551840577011	194.319023108261	4932.80057261669	1259.02135471178	3.0517578125E-5	3.0517578125E-5	50.0015258789063
