Time(milli)	LAT(deg)	LON(deg)	ALT(m)	Phi(deg)	Theta(deg)	Psi(deg)	Vx(m/s)	Vy(m/s)	Vz(m/s)	P(deg/s)	Q(deg/s)	R(deg/s)	Nx(m/s2)	Ny(m/s2)	Nz(m/s2)	Radial(deg)	Distance(m)	DeltaAlt:Anv-Tgt(m)	JX	JY	Throttle
43201	-23.6878537733148	-45.3756782515364	152.412834221205	-2.12378763955542	0.22006669208245	359.831531098389	232.881886996023	0.645403249285215	0.891595908841694	-19.8567727298361	0.992097063969855	-1.6515052797998	1.56478210334405	-0.0652203276578899	-9.82456842097046	180.538768469433	6814.74596199685	146.012034230934	0.17327880859375	-0.1732177734375	53.9398193359375
43202	-23.6856915599421	-45.375705519962	158.862028436569	-17.0700365467856	11.4121026107758	356.338456279315	231.726927667078	-1.21617681859787	26.6423490926365	4.56608082048232	15.1214267475427	-1.73505013480807	5.4699077175859	0.555748497706965	-53.5535781720103	180.582634610685	6575.31182613262	152.461228446298	3.0517578125E-5	-0.52752685546875	74.4110107421875
43203	-23.6834564496336	-45.3758864460209	205.846822039862	-26.5568353137202	22.2754777957252	350.225316261751	229.44190451062	-1.0102934094443	27.2103679190392	-13.4643080008037	11.8414345167186	-2.9094843819371	6.35140951085006	0.411668522264754	-52.0286713888765	180.772522947966	6328.02063960397	199.446022049591	0.09454345703125	-0.60626220703125	76.7730712890625
43204	-23.681509847084	-45.3762828593681	289.160086290207	-43.2016319032252	30.7527740594203	339.120763969587	225.420954324802	0.141365468629886	29.3720798646693	-2.30746421094733	11.8583416806194	-1.87391641744784	6.78753867345509	-0.137600740229915	-53.8776987395873	181.178729826324	6113.18251995378	282.759286299937	3.0517578125E-5	-0.60626220703125	76.7730712890625
43205	-23.6797535157929	-45.3769963608606	404.671518017489	-58.5600584400431	35.2066546341177	328.381666042046	221.807805255902	-0.306508798897637	21.9817652377138	-15.4182333016162	7.40586063218726	-3.9671233344389	5.59318288023123	0.0431026559403993	-40.5962963129573	181.921654716295	5920.74870344559	398.270718027219	0.09454345703125	-0.40155029296875	76.7730712890625
43206	-23.6782904259366	-45.3779603097212	529.296456443264	-74.4832992099194	35.3544314310822	318.300220530224	218.78505335707	-0.300704069565276	17.0577889101715	-0.484036774299763	6.53025497903331	-1.96344237295661	5.02617049133024	0.073842987697374	-32.5432805502832	182.952793201033	5763.0809244648	522.895656452993	3.0517578125E-5	-0.2991943359375	76.7730712890625
43207	-23.6770420411715	-45.3791294077346	652.483095972254	-75.6822836894873	33.8705844034068	315.437943912795	217.224656407782	-0.306762188038094	2.63257488836321	2.03302313882489	-1.98905558679702	-1.89620146052098	4.0196662148078	0.0350368527325804	-10.1604128540804	184.236896218127	5632.61113380012	646.082295981984	-0.0472412109375	3.0517578125E-5	76.7730712890625
43208	-23.6757513937825	-45.3805182204066	782.404381124168	-34.879877331151	32.7799457557349	315.629020301917	215.588003068191	-3.67053181065903	-0.26701667427776	51.4066960808583	-0.6241718815351	-3.11380345104081	3.83237255030319	0.973340836943609	-6.46466589596701	185.818246843859	5502.67440813299	776.003581133897	-0.251953125	3.0517578125E-5	76.7730712890625
43209	-23.6745524487942	-45.3818490706797	901.042443240508	13.6053315890117	31.8078440557495	315.382914848099	214.189197217491	-2.96503601327714	0.794540280038988	39.1566624603848	-0.008773217060179	0.735581669446687	3.88547217834718	0.962876131605752	-7.90972661585328	187.39839197569	5386.43042234623	894.641643250237	-0.10235595703125	3.0517578125E-5	76.7730712890625
43210	-23.6733831088911	-45.3831246259779	1014.23111083705	21.7610480126421	31.4156909238301	314.764437938988	212.918424864518	1.27624352259589	-0.635234511850332	-3.58405494946652	-2.17886522234262	2.43749050644626	3.90306311873736	-0.439099897908572	-5.57679908200253	188.98089237309	5276.81381119367	1007.83031084678	3.0517578125E-5	0.14178466796875	76.7730712890625
