LAT(deg)	LON(deg)	ALT(m)	Phi(deg)	Theta(deg)	Psi(deg)	Vx(m/s)	Vy(m/s)	Vz(m/s)	P(deg/s)	Q(deg/s)	R(deg/s)	Nx(m/s2)	Ny(m/s2)	Nz(m/s2)	Radial(deg)	Distance(m)	DeltaAlt:Anv-Tgt(m)	JX	JY	Throttle
-23.682028887636857	-45.37813648968473	435.4326817636371	-24.039929326349153	19.6139106940089	333.25028250218963	227.59673249680404	-0.5282841778338996	22.359974110152105	-1.4087843421335884	9.240795025508742	-1.6975251546107504	5.88079363077743	0.1580702617568594	-40.7392156857906	182.71303635536657	5923.051441575478	336.21531998781495	0.0611688430716353	-0.3730496869984042	58.66953486372376
-23.68144203573084	-45.37838723952291	465.2105188815049	-25.923810935358514	21.74756359271854	335.6729595195513	227.05103658476858	-0.5186044975160952	20.393409993097567	0.9481967642347918	8.22622198477229	-1.5044957881575083	5.971900383507022	0.1532896414591209	-37.51676576396552	182.6865081848072	5843.15356551055	381.7745667317267	0.0674517296777875	-0.4763409676552294	62.53884560842499
-23.680810819116566	-45.37877677666807	502.38789563236	-26.24235516757	23.295907281610738	337.0347186465086	226.70844071737636	-0.4891537833577359	18.410619018266683	2.448986882923221	7.305383231103149	-1.3533466980352054	5.971159541118946	0.1456422098179115	-34.17337604316258	182.8780806472333	5767.550733533899	436.372145843408	0.0327382593884092	-0.4970985661599995	68.12859237055815
-23.680212378997822	-45.37924574078206	542.8598985724207	-25.840225588269085	24.38226080396043	337.8226296003199	226.45508476543182	-0.45183658031672563	16.647322013366335	3.294570624130439	6.525930943521808	-1.2398962993733478	5.927237148057015	0.1375370690075046	-31.14072938960648	183.20688351358237	5698.426606614569	494.0259517741229	-0.0193639240814823	-0.4019580010434606	73.9594578121018
-23.679641077615205	-45.3797772686014	585.8086100616403	-25.21052856471855	25.15988598404629	338.15938132116503	226.26999539859676	-0.4112526579288339	15.141989834189278	3.6875697902965325	5.868096360542621	-1.1523031887643052	5.865998295532253	0.12989663992476252	-28.52908727310111	183.63837391953422	5634.50282360277	552.4272183874639	-0.0516701123526905	-0.2414438635703912	78.5365571975118
-23.679078165792852	-45.3803630386376	631.2919410245175	-24.596120007034642	25.74922174716657	338.11586676521836	226.15812480781386	-0.36882406442671894	13.87628563759201	3.7759407976083494	5.304367441770834	-1.080966121284637	5.801599273471486	0.12277304064583228	-26.330652365520855	184.15578189154695	5574.91843523765	610.657654050169	-0.0544240203689591	-0.1088976328909227	80.02305554799644
-23.678874972283232	-45.3809114327756	677.7890969781249	-26.75236442292762	28.016890009082573	343.37411901895	225.51371597904955	-0.3353552882191747	12.272249381799542	4.9065788167367606	4.429725054341448	-0.9717684483724179	5.915616812327228	0.11825599968648062	-23.484900631268516	184.0032634132529	5532.432824459911	671.0823759891963	-0.0435145103422513	-0.029673910641283	79.50973199689842
-23.677681330776405	-45.38201290998357	768.5249143995654	-27.338763283038446	29.789822348358246	343.85117352506086	225.12818002246667	-0.2720100900620551	10.018246280079397	5.975755800347282	3.274643391439914	-0.7801798827939194	5.914553128991839	0.10614015976644009	-19.699108033604638	185.0227053044625	5407.071808281495	779.660616080679	-0.0297816656430819	0.0117762968092065	78.66212440472033
-23.676072200470635	-45.38342465413101	880.7351783939014	-26.441290992862214	30.978376165682118	341.995754309053	225.09467131683897	-0.18427617462803686	7.507713788291277	6.4262738602813485	2.0555711057251385	-0.5790154059751531	5.792890317010607	0.08908041752897915	-15.486607752458895	186.64732601005497	5255.589009336688	913.3268286759221	-0.015908805108292	0.0319687527740692	78.02262072480359
-23.674460801934618	-45.38495733280339	999.782886402146	-24.36826566952004	31.628663437614954	339.64095337751326	225.35334919811862	-0.09216037248425421	5.314363581751099	6.146531567273595	1.0358493615943316	-0.4198919107310924	5.6090144443995245	0.07169344401013082	-11.736427496764048	188.4933201542902	5121.710085989249	1051.3286893206064	-0.002582937215697	0.0405633553346652	77.628905420815
