LAT(deg)	LON(deg)	ALT(m)	Phi(deg)	Theta(deg)	Psi(deg)	Vx(m/s)	Vy(m/s)	Vz(m/s)	P(deg/s)	Q(deg/s)	R(deg/s)	Nx(m/s2)	Ny(m/s2)	Nz(m/s2)	Radial(deg)	Distance(m)	DeltaAlt:Anv-Tgt(m)	JX	JY	Throttle
-23.679920916376737	-45.37759453545448	416.84860256062956	-42.74643122717879	21.661872889425858	334.4126003597406	229.3384640996043	-0.47513261749481617	23.021934686196012	-3.5922775221321985	8.8423786945521	-1.7130403464911956	6.111606275791636	0.20095209784991744	-37.41345415280305	182.84542366871045	6106.028198409617	257.26541957241415	0.0697108524331154	-0.3981367149552285	58.384975458299486
-23.67937432666434	-45.377908070193286	458.5824405655796	-43.45864381110718	23.695202888694656	333.9276085247887	228.91637295733707	-0.4736827407561146	20.923624694685227	-0.7726826782514257	7.68793741587391	-1.492109776710987	6.229125924832925	0.1914339673728154	-34.11204864458758	183.00934687676522	6006.195486953463	303.86760302252634	0.0750570758144888	-0.5126282378948527	62.538591075700765
-23.67881315371412	-45.378328288937205	505.156644618246	-42.3879258612373	25.124337945219175	333.12619082494797	228.62853292979116	-0.4522880295492485	18.836286560609828	1.0568495127659274	6.686490755898185	-1.3225970955536257	6.239642857959111	0.17873687931592167	-30.76942922713636	183.2934569523415	5912.761466411653	357.45805715208184	0.0353821830990352	-0.5310114178637286	68.14985223763176
-23.678282530862084	-45.37880230788755	552.7408294467106	-40.48122074063565	26.101281585927403	332.4231564423495	228.38064493182716	-0.4248313280825237	16.99361477523928	2.1522106212195737	5.876179464032532	-1.1961657477397671	6.201795774635349	0.1658470861848534	-27.759724518720397	183.64682957429375	5830.181306863157	413.89831481059366	-0.0200279650393065	-0.4357215100732896	74.69497906737558
-23.67777475050172	-45.37932309043489	600.8534050689625	-38.29707372076593	26.77511699465176	331.8345114350176	228.16372790151115	-0.39506876705028326	15.42135220329456	2.7567549867508654	5.2230136131158655	-1.1007938073239327	6.146130131888237	0.15387248984387278	-25.17391425282764	184.07210570766205	5756.520122452228	471.5408491454972	-0.0554285249909742	-0.2746217146062396	80.33589754807987
-23.677274841183355	-45.379891803846874	649.8506216390336	-36.14623655369762	27.25886874884594	331.34242304636626	227.99449041054885	-0.3631474274036715	14.091621294798633	3.042901462469705	4.68861100678057	-1.0272129779264065	6.087975301131521	0.14296685912938897	-22.999152775106218	184.57242400253946	5689.8163503566475	529.6197356748822	-0.0580365123221998	-0.1401619101035018	82.30706025670582
-23.67699158206299	-45.38046618259751	707.7935475021138	-36.69906417107212	29.465114565679528	334.9960689417865	227.37050897094082	-0.33653654999035276	12.435013866466127	4.585483224271227	3.784449709704024	-0.8926849674937518	6.236169982900016	0.13277153874659517	-19.973239923888936	184.56078713743986	5633.7642102838845	590.4157979769327	-0.0461011226181645	-0.0633082070965281	81.96187812888448
-23.675837856724332	-45.38159835912009	809.6260792315439	-34.71423522059639	31.03086642284479	334.25420730127587	226.92835129655865	-0.2886263951158835	10.015914356312347	6.165352151471881	2.639033208131548	-0.6830106652027805	6.2567747072319	0.11364787277918682	-16.114144826940603	185.6352951498693	5491.575623185303	703.4727281683965	-0.0328157821109845	-0.0253925484669419	81.23266315595559
-23.67441224373912	-45.38299681426467	926.9153089659688	-30.804754782386617	31.909250049243997	331.8875870726432	226.76628561667312	-0.22480086932435522	7.242111182521578	7.0897002901370625	1.504800340342083	-0.4835489907483403	6.135865905738305	0.09105432254395074	-11.985868990482805	187.2113550402545	5328.049211423483	840.5302122961346	-0.0210204716529281	-0.0065400772257634	80.69267751481412
-23.673051868644542	-45.38449238422767	1044.386112609553	-25.936219241522757	32.24436094990236	329.8677094332046	226.78582489240097	-0.151757546348316	4.766584210778133	7.11520586445433	0.6467323838492722	-0.34125102738326857	5.925845004169278	0.06968836621602865	-8.438934367447546	188.97334527493442	5186.190899358515	978.1775706420324	-0.0110265995134201	0.0039664348421505	80.34535356647714
