LAT(deg)	LON(deg)	ALT(m)	Phi(deg)	Theta(deg)	Psi(deg)	Vx(m/s)	Vy(m/s)	Vz(m/s)	P(deg/s)	Q(deg/s)	R(deg/s)	Nx(m/s2)	Ny(m/s2)	Nz(m/s2)	Radial(deg)	Distance(m)	DeltaAlt:Anv-Tgt(m)	JX	JY	Throttle
-23.68201103079996	-45.37810795789521	407.1507255132534	-5.52458868867231	3.099895091661434	319.603448691076	232.21419366602976	-0.0012730225146116297	11.515142134188869	-15.75771186619122	7.249015154810826	-1.7726072747206403	2.732101109782029	0.022824471082975376	-28.28568978816443	186.5518098205829	6284.611465192376	373.7645452163124	0.11369379877226804	-0.34819318867232474	53.09670520357572
-23.687474118732702	-45.375415961720435	66.8157193893137	-30.526499538468126	10.417719228523564	346.78194003235916	228.58419213488412	-0.4323244813003504	23.05707659283302	-12.189164255099422	12.06379814721599	-2.7053059735824414	4.593145761041912	0.16314359472547435	-45.190818609530794	177.90203931281553	6802.3357956016025	34.51651868425438	0.08317739860742224	-0.5367863900809556	60.43009200085051
-23.685892915587164	-45.37531290374827	83.89421026432228	-48.20498510439708	20.356202870628135	351.57968075570045	224.59746981181752	-0.47671239409890487	30.079323313486427	-5.191697643538825	13.351572141162276	-2.605515526654245	6.688276121602092	0.1966740709824721	-54.763949790982906	178.03648539299562	6521.718346039723	65.70054565412056	0.024100235215364356	-0.606964148950399	70.79946383554224
-23.682452736045295	-45.37626584739323	279.7315667424343	-53.47835646060946	27.542210554533348	342.76907739997966	222.39855714467478	-0.4632974933138636	25.844217514468443	5.825408815482756	9.592865127998103	-1.5442517006759107	7.6171880360754045	0.16906343681261282	-48.09234788892677	180.79678464140238	6062.359716168421	279.56786013013243	-0.04388388528675776	-0.4659146593687795	79.05548217110297
-23.680407696385547	-45.37735011393965	423.9703507745346	-45.846686797107665	30.175972955326806	337.20756868189454	223.30399431212746	-0.5163697498831686	14.997443240184774	12.005970890665782	4.599315440780295	-0.604971656405779	7.289118251640419	0.12707501147977424	-31.4305141225209	181.6683725182668	5883.984703153096	428.078806739834	-0.0721768339050871	-0.2584302866863547	83.47063574917935
-23.678665746157357	-45.379148760910006	537.4372449325424	-33.97046388233595	30.560651622623354	332.1724572155538	224.2300642181439	-0.4407514267243196	6.1161392567724615	10.608318190684681	1.6890747696651118	-0.2950848751762481	6.653874654824182	0.08381630650097159	-18.20394896185472	183.68645388506965	5686.419750245974	545.6162746785972	-0.058917451292748356	-0.11540820359665382	83.78274224333056
-23.67704262053737	-45.38107069540176	657.0003602973896	-23.786132573031505	30.41014911914061	330.72532981823923	224.62672644519284	-0.35675224922137266	1.7648131097193236	8.254259685393448	0.6338133029892026	-0.2799944746345206	6.029590739604476	0.052429740676638144	-11.21856679548943	185.12797991634147	5533.435717143142	680.5020584970363	-0.04063971912482316	-0.048006565393994644	82.38549549465043
-23.67556011829217	-45.38282476458375	793.1324748518839	-15.765936424773368	30.256472694324653	330.5717850115375	224.85552131888178	-0.32096158160881194	0.2135252254118125	7.056030284435426	0.3001005432743664	-0.3178526806511121	5.524617889655908	0.05286877231665358	-8.183859923424983	186.447092068724	5428.477143099039	833.2189713631527	-0.027387096440980356	-0.022746340262300796	80.83343836771537
-23.67407259505325	-45.38439621645856	938.0160230516738	-9.657890090634623	30.189896628131173	330.43151397745766	225.1760619901539	-0.3003266487239314	-0.17474930842250025	6.253178196932725	0.22603788456708696	-0.3231270389289906	5.175082833545371	0.07268079582798567	-7.402880242072271	188.3284898531261	5310.76087826665	987.7480235209159	-0.01638788573716984	-0.01693107451846254	79.66199534535099
-23.672466846337613	-45.38583736069375	1081.2266842209713	-5.337555723782998	30.2441718795064	329.5271887671063	225.64789276445666	-0.2625909811143017	-0.11677902830880527	4.894918252025732	0.2725983383821857	-0.28656470695840475	4.967307775066445	0.08934271949558159	-7.8248521687235275	190.86826803207924	5154.107513551334	1133.779987898293	-0.006304831732581361	-0.019253634719032214	79.06911627180975
-23.670696666873994	-45.3872807669002	1221.5300069635355	-2.7460083977801517	30.310242391783472	326.60450941309597	226.21006167200673	-0.1952315004480163	0.18151064500333902	2.553677774940771	0.32464352822467824	-0.21972007229500107	4.855091915290149	0.08587075932846068	-8.567498595467175	193.82490876233246	4958.67684609896	1265.8808264880838	0.0024230391535427875	-0.022158767992526335	79.15167000246285
-23.66892090388133	-45.38874143330952	1361.744214658605	-2.143616510863918	30.22638176624664	322.1914892510921	226.76907399892482	-0.09518287304035344	0.5694464044265377	-0.6764537722085792	0.24328461101207743	-0.14729010241679064	4.768554695919038	0.053446142051143106	-8.860649695368696	196.72007908394463	4768.016754773728	1384.055499014655	0.010109442943363047	-0.021684227563531222	79.60336939333587
-23.66741811481393	-45.389950462025716	1500.296054738573	-3.4521649431018204	29.901246281963196	319.2154286250665	227.13438682333637	0.0216584940444811	0.8209971657487696	-4.087449861121855	-0.025737201405976684	-0.09695818524796247	4.62113244465734	-0.0030089100240317385	-8.26250170161562	198.90001262321618	4665.55050907695	1490.3769302766843	0.016053526083795126	-0.020377337522994282	79.5695701716537
-23.665896018133125	-45.390979714964864	1634.6372688210881	-4.9440828216859956	29.790290658805667	316.69237652314405	226.96842756782704	0.06423350717309777	1.3104106079516722	-5.149286303732189	-0.1988562940322618	-0.027398374641286402	4.434447108031678	-0.045635576358931736	-7.421479430588295	200.5576118607994	4629.51138839189	1596.3982182189652	0.01456220284766819	-0.026271073993388655	78.77168584510264
-23.66410006399109	-45.392314469234314	1763.0388529943136	-4.490932603868821	30.03484563512237	314.0181953232975	226.17607901110316	-0.07526753078549483	2.3704365374459844	-1.021510757072531	0.02407330477771108	0.15747493601842646	4.306911991899684	-0.03636471561376245	-6.962487215386307	202.28593271812838	4567.375603313046	1706.6757896213182	-0.0019314308524041707	-0.04590282003955112	77.46344552958294
-23.663032573749092	-45.394141549550625	1896.6761861945085	2.257472081212768	30.460931860471987	314.2105513954143	225.1142891429418	-0.5815436503661818	2.9293800397860785	12.365284278168973	0.6266577346703066	0.697261978459498	4.312249456725072	0.09354304952082215	-6.778697574713966	204.59200577608152	4474.853573332075	1812.7790930056494	-0.05671052102684816	-0.07990232448868098	75.41040330407509
-23.662048617388603	-45.395356923966496	2019.0631446262846	26.105692395180817	32.53054694508608	312.4100487311466	224.11866209957213	-1.6823825178622807	2.39219621715095	39.508032387654524	1.8373087856991575	1.91798858972715	4.172478841589661	0.432441689318294	-8.442662061995513	207.50971711211392	4420.714062271503	1968.5612355238065	-0.1871441868273686	-0.11530932781495482	74.4600104604274
-23.66150382911367	-45.397248739441835	2050.397323251579	66.69478443186023	30.00798247435683	332.69540345475855	223.31492685968203	-1.9046700162515815	6.247828442977249	50.59288842208538	4.404019148667359	2.7901478770708956	3.51654031877716	0.4856103082578958	-12.961045023491387	210.03775245905385	4135.361639055395	2108.3510268055165	-0.23689961250528818	-0.19258195101996953	72.89537822512317
-23.6603936980668	-45.39852122966595	2213.1391589897326	117.3296722245237	20.599722807565673	350.78672224513366	216.7756102227721	-0.46540962189046586	17.627625991569428	22.515111346511343	9.805249870096297	2.4759021778947723	3.7305339402324917	0.07859193402867479	-25.751822432480278	210.2794928940568	4184.596909472056	2192.266043288121	-0.0858189076371673	-0.45936424506415363	63.62113364926648
-23.657993812784987	-45.399042723876775	2321.794880525239	134.88517300584763	9.88247710708719	307.22943920929407	211.52815386095395	0.18356154581239498	26.873524177479133	1.7181371790312538	12.76453706696423	2.0813538356479215	4.135235166366106	-0.08262617191747457	-34.82113489841531	213.30337577915648	4224.526480035243	2284.3153277145666	0.007492447498212247	-0.6217373422179044	60.70913116131172
