LAT(deg)	LON(deg)	ALT(m)	Phi(deg)	Theta(deg)	Psi(deg)	Vx(m/s)	Vy(m/s)	Vz(m/s)	P(deg/s)	Q(deg/s)	R(deg/s)	Nx(m/s2)	Ny(m/s2)	Nz(m/s2)	Radial(deg)	Distance(m)	DeltaAlt:Anv-Tgt(m)	JX	JY	Throttle
-23.68796290504779	-45.375794244216095	138.2707723255359	-40.81442701101733	16.674861109962997	355.1785666575103	227.80241669272408	-0.41510135345594296	21.31842811554109	-6.7751355890661955	9.019984140927416	-1.9397528131149844	5.524682173326876	0.19108347476843351	-40.567444296810855	176.40652884039147	6675.439557322997	111.84844501741478	0.1325315635382596	-0.3612114222176191	52.063349163588114
-23.68663200195952	-45.37636630693672	191.26216336664424	-39.435556039096085	18.41604461343063	351.31050177761017	227.43666342699638	-0.4224128899055268	18.73773711881591	-4.285205179556481	7.793937754210002	-1.678467320831447	5.666619657486321	0.17495736264899356	-36.13919070080812	177.40280490461544	6530.519850019515	176.67531164371334	0.0840747973697547	-0.547595053606486	61.3215281701976
-23.685424048519415	-45.377020944553045	246.81018489625902	-37.260037564252634	19.748969476196887	347.48102258474455	227.25828151700225	-0.41644680284397173	16.371331925463373	-2.705113068336439	6.790875895546009	-1.494190728082993	5.695921529059307	0.16017779160631046	-32.14788949653594	178.43667902559667	6399.311041418664	243.81816689392363	0.0061309617744418	-0.5613734733567919	73.3204495771533
-23.684278588992047	-45.37772268175933	307.84992408471123	-34.74399305082743	20.79125342321637	343.90180703355526	227.19647154739945	-0.4112412618279716	14.445292058920527	-1.5590060127668348	5.992723998269743	-1.358839547491221	5.668778451899794	0.15027867271819365	-28.888007047509635	179.42716948216602	6281.6976252998165	313.46766617250705	-0.0581916294307168	-0.3804372418115532	81.81632627206355
-23.68317406746912	-45.37845072815349	373.8882496072649	-32.098030731700945	21.638568050456602	340.8283747793971	227.22327927421307	-0.40696924462226153	12.925253114473254	-0.6781358827015594	5.3499146111752065	-1.254681612772587	5.615337735168533	0.14530183724755613	-26.34343557643267	180.4083701434842	6173.591087155371	384.78995915343614	-0.0712401975816724	-0.1879907302928683	84.22849969970476
-23.682107188057767	-45.37919489397122	443.14193332746106	-29.47845813761511	22.36419489649401	338.4225574079038	227.3027208101409	-0.39921047326656545	11.723105970534057	-0.04840089689109099	4.823876718566323	-1.1717672194610114	5.553419282496908	0.14289433494648845	-24.39475402030114	181.43125884728627	6070.136496801357	456.66539406056256	-0.0519530954878799	-0.0703658732415378	81.92073065812009
-23.68028390034528	-45.38029512045357	543.3189300620718	-28.374972486593425	25.11304384188048	335.4331018029623	226.72233989410975	-0.42699883857747123	10.637046029643816	2.4664013003255363	4.053467945792081	-0.9908233944335659	5.799649815485901	0.14504241205713375	-22.132788840556124	182.5920499764147	5885.1875699589	565.8912599107041	-0.037188281795464	-0.0229615390227054	79.27140423901436
-23.677778825467172	-45.381777165649154	694.2559733431754	-24.418290047629235	27.045270199937818	329.96514835140545	226.5134591921188	-0.39419620753030127	8.169507996207464	4.285309405661201	2.74467647392623	-0.719017706020558	5.826845107260697	0.1250695845792753	-17.973551215843358	184.9272543865049	5640.671628206129	721.288592814382	-0.0298958215816877	-0.0159822269563253	78.1541264613909
-23.675580774108266	-45.38333125313834	849.4810848179368	-19.363740020050248	28.042062181741017	325.6093771205924	226.75782659961888	-0.34010498224559166	5.165590191308908	4.797467193599096	1.4118160376115667	-0.4948949258853307	5.62535474279314	0.09707610023080336	-13.21868863392719	187.3776406446381	5429.367256669671	873.7219734376013	-0.0232902300547099	-0.0261066837369698	78.07625817593573
-23.67370745572748	-45.384916681040764	1000.7374188546835	-14.434969461167057	28.627251310038965	321.6736665029431	227.0850012922296	-0.283783523018047	2.9130886174904496	4.098703893274789	0.518969539742484	-0.3778243903530181	5.3440555471562075	0.073765125106845	-9.653122347417547	189.8090391146956	5255.077642945569	1015.3437389086479	-0.0147613062853439	-0.0386103916104635	78.27481072643822
-23.67199815508082	-45.38652564622597	1154.7070181036445	-10.368175101046662	29.03516496610389	317.65199452977345	227.1654950867266	-0.2572290406069458	1.831829623149296	3.601824105824961	0.09398091331255784	-0.30045113424252295	5.0887506141268855	0.06472915563065877	-7.718616686131095	192.16982572177312	5104.168400874363	1153.5142201823605	-0.0044421351648997	-0.0463506480933775	78.49559190067043
-23.67049424496836	-45.38813826048923	1310.396973745022	-6.20677971685828	29.322723734614478	314.9376132423923	227.08403720342193	-0.3244717963396821	1.5893521970962319	5.253600711492199	0.0038090101352409532	-0.16083036027752434	4.87300397190859	0.08328928371520992	-6.918274130951301	194.4705407231881	4966.604838920997	1289.5228376001207	0.0076354474637231	-0.0437427004086286	78.57674953210031
-23.669205356298043	-45.38975664387567	1457.2523243632938	1.4481986663063637	29.493875124139343	314.5905137679989	227.02131368859204	-0.4839594407095906	1.83940135080515	9.465695817303079	0.23948226786514842	0.11196325292864744	4.640920522712496	0.12595012567006555	-7.149632601755603	196.84307291778265	4823.520616763615	1426.083056363028	0.0161186542863082	-0.0329820125088692	78.3248489656705
-23.668070274718378	-45.391290602539826	1599.7899869340101	12.995248767871908	28.878459704954405	315.90336563423847	226.51864336080766	-0.5614942353268382	2.9854341819386496	12.506991646986107	1.0155408967770538	0.4222111525744193	4.455313958568774	0.14589060691037478	-8.763730422805981	199.03958921158545	4697.4427748067865	1557.7829932326467	0.0100840173112259	-0.0254788346045736	77.57107456433312
-23.666666603355488	-45.39271921677498	1745.0712850291322	27.392714486267437	27.370986772080812	317.51650104378507	225.45834319270494	-0.5049219398005564	5.256238342236179	12.542730316723489	2.278319479579212	0.6577309943493438	4.3717312142641	0.13098516601330917	-11.651997697433508	201.25853933650126	4597.018519811028	1683.1597775069768	-0.0266667701433315	-0.0154650433781993	75.66592691824516
-23.665126202763357	-45.39407002233135	1872.4607214517496	42.011283391521836	24.657094748610852	314.053781996264	224.07489624956443	-0.4278213865793464	8.05276666294778	11.563879002780356	3.701686748964613	0.8652810084484688	4.343970401856721	0.1112255287108875	-15.106115048358461	203.63685948760764	4505.080046962221	1802.5438788204028	-0.1272421661228299	-0.0255643875266672	73.24694665561074
-23.663437959288153	-45.39535398990118	1981.1127431928696	55.518748495742365	20.680608068817826	302.6432893235709	222.47657829301338	-0.36836045123888067	11.114373764477872	10.209577175809766	5.1395103167227925	1.045680854306507	4.346753954261315	0.09686104397791193	-18.769296520180934	205.97705220368408	4418.10020943669	1911.5167507305027	-0.2340880663948853	-0.1085684607743319	73.11400991731963
-23.661595937110473	-45.39656590032816	2072.091143632931	67.19493162018185	15.705674391220095	282.26606191247134	220.8976060193289	-0.33194738625982345	14.237122871725953	8.76312260199348	6.5426718214916	1.1767710510083724	4.369749502094702	0.09009729476442263	-22.519931425292782	208.4383561486883	4318.524792688224	2002.0954918813452	-0.1512603035173975	-0.3425370057042494	67.54242649120857
-23.659724937096687	-45.39763746948541	2139.0491324902932	77.31588055532703	10.1384901338606	255.7637779606981	219.55681983686432	-0.3154212601194698	17.237891907968542	7.45115602040475	7.880508618751752	1.2532768203783935	4.3894603116293025	0.08813297705800001	-26.24541744329798	211.04317335372957	4205.229759892287	2068.7842217025873	-0.0084860673527033	-0.5881830329122599	60.89841752886008
-23.657964399729	-45.39848681036034	2176.49003173893	85.7920437934697	4.209884484225467	227.8236557273145	218.65408521847218	-0.2969814167290224	19.780451415178817	5.922515205851589	9.008744122007675	1.2653735627619846	4.369992005962135	0.08398967471777538	-29.593720205714448	213.6146286062812	4082.7897299749034	2108.7212462308353	0.0317103467365653	-0.6702542143677338	61.29602318251337
-23.656258236523776	-45.39904210178768	2184.245572730252	92.03489509797532	-1.7802983802894221	201.97485045978118	218.47591668570408	-0.23907386939696912	21.438737012376546	3.3009609856092688	9.685422784102878	1.1875555812175456	4.268922950307199	0.06780101156272059	-32.083454500382494	215.95741642774388	3948.214529892649	2123.8744481024123	0.0470187293922116	-0.6892445967860155	61.939968841544
-23.654420303706036	-45.39924547670053	2165.9469016658904	94.75937242690854	-7.698214855180072	176.27523162262514	219.09185956734706	-0.09866083445479809	22.26371172990012	-1.2469790898451305	9.852753566179354	1.0087650583723056	4.095049500464965	0.028094881297081646	-33.66912910882055	217.9988059147579	3803.264396619219	2115.7846296883204	0.0623316161048205	-0.680518532012253	61.36397916348367
-23.652378167795074	-45.3991036750239	2130.817981930635	91.22969751427493	-13.48051679113764	148.36068475900163	220.3726395577552	0.11977653369275351	22.28693802381452	-7.559686708585514	9.537773504839778	0.7149404979765972	3.8981173952649413	-0.03357054050947037	-33.96756850543556	219.88188391934636	3652.9125609393514	2083.890118203126	0.0765147608163207	-0.6385855687859447	59.57289793161297
-23.65015141615583	-45.39870384677263	2071.16560306919	82.02626728910046	-18.425464689889086	119.35496729073846	222.60771348825477	0.24344270640643723	21.059772866223604	-11.880429330562809	8.622549523915684	0.4198398082025334	3.586563199426692	-0.07417063285605394	-32.42153307560404	221.95469185978726	3468.9940203758533	2033.5835459551213	0.0906472079856274	-0.5386546565997729	56.344234601431246
-23.64812436714424	-45.398042801428176	1980.3039266422747	69.01073398291686	-22.483479267739547	90.97029656423612	225.61620252601998	0.21822684730066064	18.536498470996257	-12.630643091098708	7.246669155040695	0.2245134632234418	3.0927311263669868	-0.08099329932579478	-29.27210276785268	223.89353694274473	3251.9598215196197	1962.8516128320293	0.1106991158611004	-0.3807090314803003	53.35981883035204
-23.646279762871917	-45.397128462819595	1878.9034968990836	55.013696513389576	-25.51126508117236	67.33814903799194	229.0815087084019	0.1554469166589002	15.42447607756684	-12.017696581066733	5.787125094679462	0.05192505651548244	2.471467471266898	-0.08000861187050726	-25.516060840373132	225.44505633244268	3034.4146909536234	1871.0045191689762	0.1017828969956779	-0.2386207707624539	49.3940925767909
-23.644705728392136	-45.39597351152573	1768.3170016649528	41.49410492923395	-27.490642082294595	50.52314009961361	232.94505520006828	0.0936297418917639	12.086415266455788	-10.712504266820067	4.423529051260459	-0.1141203622896813	1.7563921344357216	-0.07772131150922353	-21.804267149434047	226.74115915059846	2821.904622007775	1762.7608907316885	0.0618748386283168	-0.124138376043828	40.5955160318859
-23.643404860385726	-45.39457824043371	1647.8221600801285	29.720201785158146	-28.313344030254665	42.169332122975355	236.9321939961827	0.0413637814679575	8.976002091334973	-8.99392659153266	3.2724095075702833	-0.23693085013841605	1.0048771380883699	-0.07382081202463911	-18.578709137418823	227.63083716671872	2620.2834076908775	1650.2286246323906	0.0223043577930828	-0.0529823660027745	29.475541452369544
-23.642215124735223	-45.39296412886602	1522.4548672783164	19.67793308331967	-27.892609496955107	39.91342037661359	240.82718352669508	0.012643100608405016	6.521922608712698	-7.1696539672900075	2.439837334867513	-0.29849823459628416	0.2889779407495774	-0.06964404447164335	-16.339536053246107	228.13252713430856	2412.640641823292	1541.0898979395524	0.0012737936634535	-0.0270890925739603	20.25694845615849
-23.64094035308751	-45.3911790461044	1397.5262460976412	11.434896079298086	-26.11786516569116	39.134486444323706	244.32276031855116	0.0028669404927032377	5.230646635707795	-5.307590712086741	2.1032734539884137	-0.2905816726130185	-0.30096080952510695	-0.06596382200556794	-15.770374462377799	228.57223392129876	2176.0535208570445	1434.9541003610632	-0.004199027537427	-0.0336449060111842	14.106303933696031
-23.639437464583107	-45.389331438351874	1279.7616387819874	5.475688360487902	-23.20981904949961	36.54937671983512	246.8380248931947	-0.009182376489151139	5.534219276754303	-3.240916623197156	2.418051950279248	-0.20851744148694337	-0.6863461113491109	-0.05828953998808637	-17.31295704173097	229.23437226040792	1912.8576963847477	1329.9555595803356	-0.0062708937402291	-0.0604512327526893	10.898030462413445
-23.637830791343802	-45.387518937305614	1175.51158440466	1.9086624916448247	-19.44544303081064	33.319099359354496	248.27296649703035	-0.01560773930570944	7.1564823531251935	-1.4039273264514385	3.2862127190075796	-0.10349021871190622	-0.8875947430673101	-0.04972748437530069	-20.557605062264564	229.89832072557388	1649.098949207722	1228.8002452150317	-0.0138188362089691	-0.0994573661911743	10.073841583424873
-23.636294255071345	-45.38577198478071	1085.8037698526907	0.3344985383560275	-15.1409384615498	30.637669349754038	248.8280509930784	-0.011576626532215606	9.739055024157798	-0.2790373524838727	4.489171688598344	-0.024498603893247657	-0.9320607203858853	-0.040399169029553886	-25.059753687319507	230.24381953370988	1404.360781786808	1133.194510435787	-0.0197624543401073	-0.1763021248017838	9.15047858278676
-23.634942183646416	-45.38410241871496	1009.0281946007144	-0.14423808667718307	-10.491250502920836	28.30224122421721	248.84610613490003	0.003937304151214444	12.970933970872219	0.041766216842221926	5.843735821943418	0.007464878006119344	-0.8220574485944032	-0.02936878922236027	-30.483683053770676	230.13600462862922	1189.0156020214974	1044.9239760079963	-0.0208995019830982	-0.3111355338661158	9.023266702590869
-23.633862871902355	-45.382539072869996	940.6145226419061	-0.3820227949237619	-5.5508500466903	26.251152964054427	248.71562387014325	0.027548138230472786	16.538778530130926	-0.2211138622244928	7.2273193965968145	-0.0002710055875094458	-0.5667005238226192	-0.01816987800847537	-36.42699781497147	229.61618559718877	999.6509956794264	968.5400929880027	-0.0194109053923765	-0.4459390852272609	12.19648105777032
-23.63333038825694	-45.381681519210126	897.7588969795079	-0.4592486128517912	-2.9985065120784435	24.076666034859144	248.70221685283624	0.05129518750839243	18.62654937260069	-0.46347828428182797	8.060602910071122	0.00813461665223087	-0.46365708573375386	-0.012797343983365734	-40.04806710001592	229.58068926470438	883.5889785918968	922.9429494612887	-0.020368807244121	-0.5249424928717195	15.726150190718611
-23.632723371022184	-45.380789761916425	859.1554931695692	-0.1759218916668548	0.3936867819272809	22.621869954598324	248.41255366060028	0.09020403024776709	21.168659296275553	-0.9264886206062883	8.982230928000545	0.04331249262970093	-0.24150128514581426	-0.01300169801728335	-44.14757363065787	229.57356382781666	748.2596523561438	881.7540090629304	-0.0245986778176091	-0.5575294242589026	18.341834023664774
-23.631986225055623	-45.37987079877896	825.5692779138952	0.22686206611698317	4.477332906614504	21.327429120013345	247.81883984767015	0.14001726784469906	24.03329206742945	-1.4970288107958638	9.96081215567799	0.09350705225517666	0.08588003383782754	-0.018814834108477185	-48.59209455561394	229.63894939249894	596.03521383297	841.9313100382662	-0.0270060117169815	-0.5679388519239889	20.75186222567029
-23.631117910109236	-45.3790185547715	800.0347779279633	0.6556322416931278	8.78553270694995	19.80112523418966	246.83464642942843	0.1810811081934878	26.95542920186986	-2.09474658164037	10.904786605089406	0.13585398296806647	0.4992516486128868	-0.023754449596672268	-53.01002443115413	229.78115813641315	441.51322191162035	801.1726789797405	-0.0261222634754094	-0.5660316583256993	23.565301811025684
